Date,Open,High,Low,Close,Volume,Adj Close
2011-03-29,161.339996,163.089996,161.149994,162.880005,3456700,145.183029
2011-03-28,161.539993,162.580002,161.119995,161.369995,3972800,143.837083
2011-03-25,160.979996,162.740005,160.759995,162.179993,5348100,144.559074
2011-03-24,160.229996,160.710007,158.839996,160.039993,5145800,142.651586
2011-03-23,158.00,160.080002,157.529999,159.529999,4782500,142.197003
2011-03-22,158.559998,158.610001,157.520004,158.00,4311400,140.833239
2011-03-21,157.639999,159.630005,157.070007,157.679993,5784000,140.548001
2011-03-18,156.50,156.949997,154.320007,155.889999,11450000,138.952491
2011-03-17,154.00,154.50,152.699997,154.179993,7376400,137.428277
2011-03-16,156.520004,156.979996,151.710007,153.00,12195300,136.376491
2011-03-15,157.350006,159.639999,156.880005,159.020004,6475800,141.742419
2011-03-14,161.160004,161.979996,160.089996,161.389999,4300500,143.854914
2011-03-11,162.399994,163.240005,160.839996,162.429993,4271000,144.781911
2011-03-10,164.639999,164.669998,161.380005,162.020004,7041400,144.416468
2011-03-09,163.470001,167.720001,163.279999,165.860001,9086600,147.839247
2011-03-08,159.699997,163.429993,159.210007,162.279999,5384800,144.648214
2011-03-07,161.600006,162.979996,158.850006,159.929993,5312000,142.553537
2011-03-04,163.399994,164.309998,160.649994,161.830002,4910700,144.24711
2011-03-03,161.419998,164.00,161.270004,163.479996,4057800,145.717831
2011-03-02,159.429993,161.110001,159.410004,160.160004,3413000,142.758557
2011-03-01,163.149994,163.149994,159.880005,159.970001,4382800,142.589199
2011-02-28,162.360001,162.990005,161.240005,161.880005,4773000,144.29168
2011-02-25,161.059998,162.339996,160.860001,162.279999,4518400,144.648214
2011-02-24,159.630005,161.270004,159.029999,160.770004,5707500,143.302281
2011-02-23,161.809998,162.679993,160.139999,160.179993,5998100,142.776375
2011-02-22,163.570007,164.259995,161.779999,161.949997,5209300,144.354067
2011-02-18,164.460007,164.839996,164.100006,164.839996,4245000,146.930067
2011-02-17,163.300003,164.669998,162.850006,164.240005,3230500,146.395265
2011-02-16,163.330002,163.600006,162.75,163.399994,3216000,145.646521
