Date,Open,High,Low,Close,Volume,Adj Close
2011-03-29,576.000975,581.891022,573.010984,581.731,3221600,290.574925
2011-03-28,582.071016,584.990982,574.710999,575.361011,4453300,287.393112
2011-03-25,586.880978,586.910997,579.240985,579.741022,5738200,289.58093
2011-03-24,585.43098,588.391014,578.800986,586.891025,4213000,293.15236
2011-03-23,575.191003,582.450975,572.000985,582.161012,3645900,290.789717
2011-03-22,577.270978,579.230999,572.511008,577.32097,3787800,288.372113
2011-03-21,570.220958,579.800999,569.020979,576.501012,6064400,287.962543
2011-03-18,564.640968,567.990947,559.740948,561.060943,6621800,280.250221
2011-03-17,564.480947,569.000946,560.540934,561.360953,5820200,280.400077
2011-03-16,568.010981,569.791007,551.280936,557.100958,7625300,278.272207
2011-03-15,557.500951,571.000972,555.500926,569.560961,8041200,284.495984
2011-03-14,572.80097,578.290963,568.020967,569.990973,5653200,284.710776
2011-03-11,578.221,580.000965,573.330966,576.710964,6086600,288.067414
2011-03-10,585.441028,586.621034,579.450998,580.300975,6279500,289.860627
2011-03-09,591.000984,594.511046,585.751024,591.771012,4318100,295.589916
2011-03-08,592.931046,597.981041,590.200998,592.310993,4586800,295.859637
2011-03-07,600.551006,603.691033,587.000994,591.661043,6951300,295.534986
2011-03-04,608.331048,608.98106,600.201004,600.621031,6044500,300.010505
2011-03-03,606.381014,611.491047,605.001042,609.561046,3905000,304.476047
2011-03-02,599.801011,606.001054,595.191015,600.791038,4068500,300.095424
2011-03-01,617.781087,619.221037,599.301036,600.761019,6671200,300.080429
2011-02-28,610.001045,616.49105,608.011066,613.401076,4580000,306.394144
2011-02-25,611.861021,614.721071,609.501069,610.04105,3879200,304.715809
2011-02-24,611.391064,613.09108,601.351053,608.821038,5443700,304.106413
2011-02-23,610.331074,614.701038,604.001029,611.321039,5800700,305.355165
2011-02-22,620.03107,624.93109,607.771034,610.211058,7307000,304.800728
2011-02-18,626.001067,631.181063,624.181096,630.081068,6459800,314.725808
2011-02-17,621.251082,627.251098,620.281089,625.261058,2968600,312.318211
